站点id,上客量,下客量,车上人数,yyxlbm,lcbm,yxrq,trip_key
1689,0.0,0.0,687.0,39,178,20150905,2149
1037,0.0,687.0,0.0,39,178,20150905,2149
1037,668.0,0.0,668.0,89,465,20150307,1959
1689,0.0,0.0,668.0,89,465,20150307,1959
1690,0.0,0.0,668.0,89,465,20150307,1959
810,0.0,0.0,668.0,89,465,20150307,1959
1694,0.0,0.0,668.0,89,465,20150307,1959
1695,0.0,668.0,0.0,89,465,20150307,1959
1037,484.0,0.0,484.0,68,304,20160107,1212
1695,0.0,770.0,-286.0,68,304,20160107,1212
1037,677.0,0.0,677.0,39,171,20150307,1827
1689,65.0,168.0,574.0,39,171,20150307,1827
1690,36.0,25.0,585.0,39,171,20150307,1827
810,0.0,0.0,585.0,39,171,20150307,1827
1694,100.0,15.0,670.0,39,171,20150307,1827
1695,0.0,670.0,0.0,39,171,20150307,1827
1695,1087.0,0.0,1087.0,68,327,20160205,1716
1037,0.0,776.0,311.0,68,327,20160205,1716
1695,1352.0,0.0,1352.0,39,166,20151106,1555
1694,0.0,0.0,1352.0,39,166,20151106,1555
810,0.0,0.0,1352.0,39,166,20151106,1555
1690,0.0,0.0,1352.0,39,166,20151106,1555
1689,141.0,121.0,1372.0,39,166,20151106,1555
1037,0.0,1372.0,0.0,39,166,20151106,1555
1037,638.0,0.0,638.0,39,177,20150307,0636
1689,0.0,0.0,638.0,39,177,20150307,0636
1690,143.0,101.0,680.0,39,177,20150307,0636
810,0.0,0.0,680.0,39,177,20150307,0636
1694,0.0,0.0,680.0,39,177,20150307,0636
1695,0.0,680.0,0.0,39,177,20150307,0636
1037,478.0,0.0,478.0,39,153,20160107,1010
1689,0.0,0.0,478.0,39,153,20160107,1010
1690,0.0,0.0,478.0,39,153,20160107,1010
810,0.0,0.0,478.0,39,153,20160107,1010
1694,0.0,0.0,478.0,39,153,20160107,1010
1695,0.0,478.0,0.0,39,153,20160107,1010
1037,583.0,0.0,583.0,68,300,20160107,1046
1695,0.0,621.0,-38.0,68,300,20160107,1046
1037,715.0,0.0,715.0,68,314,20160107,1540
1695,0.0,828.0,-113.0,68,314,20160107,1540
1037,188.0,0.0,188.0,89,465,20160107,1959
1689,0.0,0.0,188.0,89,465,20160107,1959
1690,0.0,0.0,188.0,89,465,20160107,1959
810,0.0,0.0,188.0,89,465,20160107,1959
1694,0.0,0.0,188.0,89,465,20160107,1959
1695,0.0,0.0,188.0,89,465,20160107,1959
1640,0.0,188.0,0.0,89,465,20160107,1959
1037,541.0,0.0,541.0,68,296,20160107,0912
1695,0.0,574.0,-33.0,68,296,20160107,0912
1037,532.0,0.0,532.0,68,310,20160107,1348
1695,0.0,532.0,0.0,68,310,20160107,1348
1037,467.0,0.0,467.0,68,302,20160107,1133
1695,0.0,683.0,-216.0,68,302,20160107,1133
1037,442.0,0.0,442.0,68,306,20160107,1207
1695,0.0,588.0,-146.0,68,306,20160107,1207
1695,1253.0,0.0,1253.0,39,154,20150207,1009
1694,0.0,0.0,1253.0,39,154,20150207,1009
810,0.0,0.0,1253.0,39,154,20150207,1009
1690,0.0,0.0,1253.0,39,154,20150207,1009
1689,0.0,0.0,1253.0,39,154,20150207,1009
1037,0.0,1253.0,0.0,39,154,20150207,1009
1695,1356.0,0.0,1356.0,39,158,20150207,1230
1694,0.0,0.0,1356.0,39,158,20150207,1230
810,165.0,239.0,1282.0,39,158,20150207,1230
1690,213.0,138.0,1357.0,39,158,20150207,1230
1689,157.0,141.0,1373.0,39,158,20150207,1230
1037,0.0,1373.0,0.0,39,158,20150207,1230
1037,782.0,0.0,782.0,68,318,20160107,1658
1695,0.0,999.0,-217.0,68,318,20160107,1658
1037,786.0,0.0,786.0,68,312,20160107,1443
1695,0.0,640.0,146.0,68,312,20160107,1443
1037,286.0,0.0,286.0,68,322,20160107,1731
1695,0.0,286.0,0.0,68,322,20160107,1731
1695,1100.0,0.0,1100.0,68,325,20160205,1705
1037,0.0,699.0,401.0,68,325,20160205,1705
1037,640.0,0.0,640.0,68,308,20160107,1356
1695,0.0,697.0,-57.0,68,308,20160107,1356
1695,608.0,0.0,608.0,39,152,20150207,0912
1694,0.0,0.0,608.0,39,152,20150207,0912
810,0.0,0.0,608.0,39,152,20150207,0912
1690,0.0,0.0,608.0,39,152,20150207,0912
1689,0.0,0.0,608.0,39,152,20150207,0912
1037,0.0,608.0,0.0,39,152,20150207,0912
1037,842.0,0.0,842.0,68,316,20160107,1557
1695,0.0,746.0,96.0,68,316,20160107,1557
1037,645.0,0.0,645.0,68,320,20160107,1811
1695,0.0,751.0,-106.0,68,320,20160107,1811
1037,222.0,0.0,222.0,68,326,20160107,1956
1695,0.0,222.0,0.0,68,326,20160107,1956
1695,1068.0,0.0,1068.0,68,313,20160107,1603
1037,0.0,865.0,203.0,68,313,20160107,1603
1037,269.0,0.0,269.0,68,328,20160107,2120
1695,0.0,186.0,83.0,68,328,20160107,2120
1037,176.0,0.0,176.0,68,330,20160107,2151
1695,0.0,188.0,-12.0,68,330,20160107,2151
1695,893.0,0.0,893.0,68,311,20160107,1542
1037,0.0,964.0,-71.0,68,311,20160107,1542
1037,287.0,0.0,287.0,68,351,20160107,1300
1695,0.0,541.0,-254.0,68,351,20160107,1300
1695,1364.0,0.0,1364.0,39,154,20150905,1009
1694,0.0,0.0,1364.0,39,154,20150905,1009
810,0.0,0.0,1364.0,39,154,20150905,1009
1690,0.0,0.0,1364.0,39,154,20150905,1009
1689,0.0,0.0,1364.0,39,154,20150905,1009
1037,0.0,1364.0,0.0,39,154,20150905,1009
1037,351.0,0.0,351.0,68,324,20160107,1945
1695,0.0,378.0,-27.0,68,324,20160107,1945
1695,1103.0,0.0,1103.0,68,323,20160205,1615
1037,0.0,586.0,517.0,68,323,20160205,1615
1695,687.0,0.0,687.0,39,175,20150905,2105
1694,0.0,0.0,687.0,39,175,20150905,2105
810,31.0,31.0,687.0,39,175,20150905,2105
1690,0.0,0.0,687.0,39,175,20150905,2105
1689,0.0,0.0,687.0,39,175,20150905,2105
1037,0.0,687.0,0.0,39,175,20150905,2105
1695,678.0,0.0,678.0,39,157,20150506,1207
1694,0.0,0.0,678.0,39,157,20150506,1207
810,0.0,0.0,678.0,39,157,20150506,1207
1690,0.0,0.0,678.0,39,157,20150506,1207
1689,0.0,0.0,678.0,39,157,20150506,1207
1037,0.0,678.0,0.0,39,157,20150506,1207
1695,946.0,0.0,946.0,39,154,20150506,1009
1694,0.0,0.0,946.0,39,154,20150506,1009
810,0.0,0.0,946.0,39,154,20150506,1009
1690,0.0,0.0,946.0,39,154,20150506,1009
1689,0.0,0.0,946.0,39,154,20150506,1009
1037,0.0,946.0,0.0,39,154,20150506,1009
1695,1276.0,0.0,1276.0,39,158,20150506,1230
1694,0.0,0.0,1276.0,39,158,20150506,1230
810,147.0,219.0,1204.0,39,158,20150506,1230
1690,161.0,64.0,1301.0,39,158,20150506,1230
1689,135.0,94.0,1342.0,39,158,20150506,1230
1037,0.0,1342.0,0.0,39,158,20150506,1230
1037,391.0,0.0,391.0,39,171,20160107,1827
1689,71.0,38.0,424.0,39,171,20160107,1827
1690,14.0,81.0,357.0,39,171,20160107,1827
810,0.0,0.0,357.0,39,171,20160107,1827
1694,0.0,0.0,357.0,39,171,20160107,1827
1695,0.0,357.0,0.0,39,171,20160107,1827
1037,229.0,0.0,229.0,68,292,20160107,0740
1695,0.0,271.0,-42.0,68,292,20160107,0740
1695,677.0,0.0,677.0,39,166,20150506,1555
1694,0.0,0.0,677.0,39,166,20150506,1555
810,0.0,0.0,677.0,39,166,20150506,1555
1690,0.0,0.0,677.0,39,166,20150506,1555
1689,56.0,48.0,685.0,39,166,20150506,1555
1037,0.0,685.0,0.0,39,166,20150506,1555
1695,343.0,0.0,343.0,39,152,20150506,0912
1694,0.0,0.0,343.0,39,152,20150506,0912
810,0.0,0.0,343.0,39,152,20150506,0912
1690,0.0,0.0,343.0,39,152,20150506,0912
1689,0.0,0.0,343.0,39,152,20150506,0912
1037,0.0,343.0,0.0,39,152,20150506,0912
1695,678.0,0.0,678.0,39,162,20150506,1400
1694,0.0,0.0,678.0,39,162,20150506,1400
810,110.0,113.0,675.0,39,162,20150506,1400
1690,43.0,31.0,687.0,39,162,20150506,1400
1689,57.0,61.0,683.0,39,162,20150506,1400
1037,0.0,683.0,0.0,39,162,20150506,1400
1695,678.0,0.0,678.0,39,157,20150207,1207
1694,0.0,0.0,678.0,39,157,20150207,1207
810,0.0,0.0,678.0,39,157,20150207,1207
1690,0.0,0.0,678.0,39,157,20150207,1207
1689,0.0,0.0,678.0,39,157,20150207,1207
1037,0.0,678.0,0.0,39,157,20150207,1207
1695,675.0,0.0,675.0,39,168,20150506,1709
1694,69.0,100.0,644.0,39,168,20150506,1709
810,0.0,0.0,644.0,39,168,20150506,1709
1690,0.0,0.0,644.0,39,168,20150506,1709
1689,53.0,37.0,660.0,39,168,20150506,1709
1037,0.0,660.0,0.0,39,168,20150506,1709
1695,673.0,0.0,673.0,39,173,20150506,1938
1694,0.0,0.0,673.0,39,173,20150506,1938
810,0.0,0.0,673.0,39,173,20150506,1938
1690,58.0,56.0,675.0,39,173,20150506,1938
1689,44.0,39.0,680.0,39,173,20150506,1938
1037,0.0,680.0,0.0,39,173,20150506,1938
1695,661.0,0.0,661.0,39,175,20150506,2105
1694,0.0,0.0,661.0,39,175,20150506,2105
810,52.0,107.0,606.0,39,175,20150506,2105
1690,28.0,9.0,625.0,39,175,20150506,2105
1689,12.0,30.0,607.0,39,175,20150506,2105
1037,0.0,607.0,0.0,39,175,20150506,2105
1695,1352.0,0.0,1352.0,39,170,20150506,1809
1694,0.0,0.0,1352.0,39,170,20150506,1809
810,0.0,0.0,1352.0,39,170,20150506,1809
1690,0.0,0.0,1352.0,39,170,20150506,1809
1689,77.0,80.0,1349.0,39,170,20150506,1809
1037,0.0,1349.0,0.0,39,170,20150506,1809
1695,972.0,0.0,972.0,39,180,20150506,1341
1694,0.0,0.0,972.0,39,180,20150506,1341
810,0.0,0.0,972.0,39,180,20150506,1341
1690,98.0,17.0,1053.0,39,180,20150506,1341
1689,47.0,47.0,1053.0,39,180,20150506,1341
1037,0.0,1053.0,0.0,39,180,20150506,1341
1695,1354.0,0.0,1354.0,39,157,20150905,1207
1694,0.0,0.0,1354.0,39,157,20150905,1207
810,0.0,0.0,1354.0,39,157,20150905,1207
1690,0.0,0.0,1354.0,39,157,20150905,1207
1689,0.0,0.0,1354.0,39,157,20150905,1207
1037,0.0,1354.0,0.0,39,157,20150905,1207
1037,291.0,0.0,291.0,68,294,20160107,0756
1695,0.0,291.0,0.0,68,294,20160107,0756
1695,1090.0,0.0,1090.0,68,313,20160204,1432
1037,0.0,426.0,664.0,68,313,20160204,1432
1695,1011.0,0.0,1011.0,39,182,20150506,1857
1694,13.0,67.0,957.0,39,182,20150506,1857
810,0.0,0.0,957.0,39,182,20150506,1857
1690,0.0,0.0,957.0,39,182,20150506,1857
1689,45.0,12.0,990.0,39,182,20150506,1857
1037,0.0,990.0,0.0,39,182,20150506,1857
1695,1075.0,0.0,1075.0,68,311,20160204,1355
1037,0.0,452.0,623.0,68,311,20160204,1355
1695,1081.0,0.0,1081.0,68,309,20160204,1315
1037,0.0,294.0,787.0,68,309,20160204,1315
1695,1082.0,0.0,1082.0,68,307,20160204,1200
1037,0.0,1082.0,0.0,68,307,20160204,1200
1037,668.0,0.0,668.0,39,284,20160204,1618
1689,81.0,86.0,663.0,39,284,20160204,1618
1690,108.0,221.0,550.0,39,284,20160204,1618
810,0.0,0.0,550.0,39,284,20160204,1618
1694,0.0,0.0,550.0,39,284,20160204,1618
1695,0.0,550.0,0.0,39,284,20160204,1618
1695,543.0,0.0,543.0,68,305,20160204,1226
1037,0.0,471.0,72.0,68,305,20160204,1226
1037,676.0,0.0,676.0,39,174,20160204,1104
1689,94.0,93.0,677.0,39,174,20160204,1104
1690,0.0,0.0,677.0,39,174,20160204,1104
810,0.0,0.0,677.0,39,174,20160204,1104
1694,0.0,0.0,677.0,39,174,20160204,1104
1695,0.0,677.0,0.0,39,174,20160204,1104
1695,425.0,0.0,425.0,39,178,20150506,2149
1694,2.0,25.0,402.0,39,178,20150506,2149
810,0.0,0.0,402.0,39,178,20150506,2149
1690,0.0,0.0,402.0,39,178,20150506,2149
1689,0.0,0.0,402.0,39,178,20150506,2149
1037,0.0,402.0,0.0,39,178,20150506,2149
1037,675.0,0.0,675.0,39,151,20150506,0910
1689,155.0,165.0,665.0,39,151,20150506,0910
1690,81.0,122.0,624.0,39,151,20150506,0910
810,0.0,0.0,624.0,39,151,20150506,0910
1694,72.0,15.0,681.0,39,151,20150506,0910
1695,0.0,681.0,0.0,39,151,20150506,0910
1037,912.0,0.0,912.0,39,147,20150506,0740
1689,0.0,0.0,912.0,39,147,20150506,0740
1690,0.0,0.0,912.0,39,147,20150506,0740
810,432.0,145.0,1199.0,39,147,20150506,0740
1694,0.0,0.0,1199.0,39,147,20150506,0740
1695,0.0,1199.0,0.0,39,147,20150506,0740
1037,667.0,0.0,667.0,39,159,20150506,1304
1689,100.0,118.0,649.0,39,159,20150506,1304
1690,34.0,90.0,593.0,39,159,20150506,1304
810,257.0,165.0,685.0,39,159,20150506,1304
1694,0.0,0.0,685.0,39,159,20150506,1304
1695,0.0,685.0,0.0,39,159,20150506,1304
1037,683.0,0.0,683.0,89,156,20150506,1130
1689,0.0,0.0,683.0,89,156,20150506,1130
1690,0.0,0.0,683.0,89,156,20150506,1130
810,0.0,0.0,683.0,89,156,20150506,1130
1694,0.0,0.0,683.0,89,156,20150506,1130
1695,0.0,683.0,0.0,89,156,20150506,1130
1037,670.0,0.0,670.0,39,161,20150506,1427
1689,75.0,73.0,672.0,39,161,20150506,1427
1690,33.0,27.0,678.0,39,161,20150506,1427
810,0.0,0.0,678.0,39,161,20150506,1427
1694,0.0,0.0,678.0,39,161,20150506,1427
1695,0.0,678.0,0.0,39,161,20150506,1427
1037,1366.0,0.0,1366.0,39,153,20150506,1010
1689,0.0,0.0,1366.0,39,153,20150506,1010
1690,0.0,0.0,1366.0,39,153,20150506,1010
810,0.0,0.0,1366.0,39,153,20150506,1010
1694,0.0,0.0,1366.0,39,153,20150506,1010
1695,0.0,1366.0,0.0,39,153,20150506,1010
1695,573.0,0.0,573.0,68,309,20151228,1446
1037,0.0,623.0,-50.0,68,309,20151228,1446
1695,11.0,0.0,11.0,68,299,20151228,1131
1037,0.0,69.0,-58.0,68,299,20151228,1131
1695,461.0,0.0,461.0,68,305,20151228,1325
1037,0.0,434.0,27.0,68,305,20151228,1325
1695,1079.0,0.0,1079.0,68,313,20151228,1603
1037,0.0,422.0,657.0,68,313,20151228,1603
1037,1334.0,0.0,1334.0,39,163,20150506,1530
1689,116.0,137.0,1313.0,39,163,20150506,1530
1690,74.0,80.0,1307.0,39,163,20150506,1530
810,0.0,0.0,1307.0,39,163,20150506,1530
1694,77.0,33.0,1351.0,39,163,20150506,1530
1695,0.0,1351.0,0.0,39,163,20150506,1530
1037,1250.0,0.0,1250.0,39,147,20150905,0740
1689,0.0,0.0,1250.0,39,147,20150905,0740
1690,0.0,0.0,1250.0,39,147,20150905,0740
810,333.0,213.0,1370.0,39,147,20150905,0740
1694,0.0,0.0,1370.0,39,147,20150905,0740
1695,0.0,1370.0,0.0,39,147,20150905,0740
1695,533.0,0.0,533.0,68,315,20151228,1557
1037,0.0,533.0,0.0,68,315,20151228,1557
1695,395.0,0.0,395.0,68,317,20151228,1732
1037,0.0,277.0,118.0,68,317,20151228,1732
1037,1343.0,0.0,1343.0,89,464,20150506,1226
1689,0.0,0.0,1343.0,89,464,20150506,1226
1690,0.0,0.0,1343.0,89,464,20150506,1226
810,0.0,0.0,1343.0,89,464,20150506,1226
1694,0.0,0.0,1343.0,89,464,20150506,1226
1695,0.0,0.0,1343.0,89,464,20150506,1226
1640,0.0,1343.0,0.0,89,464,20150506,1226
1037,1342.0,0.0,1342.0,39,151,20150905,0910
1689,48.0,44.0,1346.0,39,151,20150905,0910
1690,32.0,47.0,1331.0,39,151,20150905,0910
810,0.0,0.0,1331.0,39,151,20150905,0910
1694,36.0,8.0,1359.0,39,151,20150905,0910
1695,0.0,1359.0,0.0,39,151,20150905,0910
1695,131.0,0.0,131.0,68,319,20151228,1710
1037,0.0,10.0,121.0,68,319,20151228,1710
1695,5.0,0.0,5.0,68,323,20151228,1906
1037,0.0,0.0,5.0,68,323,20151228,1906
1695,335.0,0.0,335.0,68,325,20151228,2012
1037,0.0,311.0,24.0,68,325,20151228,2012
1695,626.0,0.0,626.0,39,158,20151228,1230
1694,0.0,0.0,626.0,39,158,20151228,1230
810,110.0,207.0,529.0,39,158,20151228,1230
1690,118.0,81.0,566.0,39,158,20151228,1230
1689,148.0,99.0,615.0,39,158,20151228,1230
1037,0.0,615.0,0.0,39,158,20151228,1230
1695,649.0,0.0,649.0,39,168,20151228,1709
1694,43.0,168.0,524.0,39,168,20151228,1709
810,0.0,0.0,524.0,39,168,20151228,1709
1690,108.0,81.0,551.0,39,168,20151228,1709
1689,0.0,0.0,551.0,39,168,20151228,1709
1037,0.0,551.0,0.0,39,168,20151228,1709
1037,1348.0,0.0,1348.0,39,153,20150905,1010
1689,0.0,0.0,1348.0,39,153,20150905,1010
1690,0.0,0.0,1348.0,39,153,20150905,1010
810,0.0,0.0,1348.0,39,153,20150905,1010
1694,0.0,0.0,1348.0,39,153,20150905,1010
1695,0.0,1348.0,0.0,39,153,20150905,1010
1037,1318.0,0.0,1318.0,39,147,20150207,0740
1689,0.0,0.0,1318.0,39,147,20150207,0740
1690,0.0,0.0,1318.0,39,147,20150207,0740
810,658.0,701.0,1275.0,39,147,20150207,0740
1694,0.0,0.0,1275.0,39,147,20150207,0740
1695,0.0,1275.0,0.0,39,147,20150207,0740
1037,682.0,0.0,682.0,39,167,20150506,1709
1689,55.0,77.0,660.0,39,167,20150506,1709
1690,11.0,36.0,635.0,39,167,20150506,1709
810,0.0,0.0,635.0,39,167,20150506,1709
1694,0.0,0.0,635.0,39,167,20150506,1709
1695,0.0,635.0,0.0,39,167,20150506,1709
1037,1022.0,0.0,1022.0,39,179,20150506,1618
1689,79.0,75.0,1026.0,39,179,20150506,1618
1690,15.0,21.0,1020.0,39,179,20150506,1618
810,0.0,0.0,1020.0,39,179,20150506,1618
1694,0.0,0.0,1020.0,39,179,20150506,1618
1695,0.0,1020.0,0.0,39,179,20150506,1618
1037,1348.0,0.0,1348.0,39,156,20150905,1127
1689,182.0,181.0,1349.0,39,156,20150905,1127
1690,0.0,0.0,1349.0,39,156,20150905,1127
810,0.0,0.0,1349.0,39,156,20150905,1127
1694,0.0,0.0,1349.0,39,156,20150905,1127
1695,0.0,1349.0,0.0,39,156,20150905,1127
1037,302.0,0.0,302.0,89,465,20150506,1959
1689,0.0,0.0,302.0,89,465,20150506,1959
1690,0.0,0.0,302.0,89,465,20150506,1959
810,0.0,0.0,302.0,89,465,20150506,1959
1694,0.0,0.0,302.0,89,465,20150506,1959
1695,0.0,302.0,0.0,89,465,20150506,1959
1037,384.0,0.0,384.0,39,177,20150506,0634
1689,77.0,24.0,437.0,39,177,20150506,0634
1690,50.0,46.0,441.0,39,177,20150506,0634
810,0.0,0.0,441.0,39,177,20150506,0634
1694,102.0,10.0,533.0,39,177,20150506,0634
1695,0.0,533.0,0.0,39,177,20150506,0634
1037,663.0,0.0,663.0,39,171,20150506,1827
1689,23.0,39.0,647.0,39,171,20150506,1827
1690,18.0,100.0,565.0,39,171,20150506,1827
810,0.0,0.0,565.0,39,171,20150506,1827
1694,36.0,24.0,577.0,39,171,20150506,1827
1695,0.0,577.0,0.0,39,171,20150506,1827
1037,1351.0,0.0,1351.0,39,163,20150905,1530
1689,145.0,289.0,1207.0,39,163,20150905,1530
1690,65.0,73.0,1199.0,39,163,20150905,1530
810,0.0,0.0,1199.0,39,163,20150905,1530
1694,188.0,28.0,1359.0,39,163,20150905,1530
1695,0.0,1359.0,0.0,39,163,20150905,1530
1037,1367.0,0.0,1367.0,89,464,20150905,1226
1689,0.0,0.0,1367.0,89,464,20150905,1226
1690,0.0,0.0,1367.0,89,464,20150905,1226
810,0.0,0.0,1367.0,89,464,20150905,1226
1694,0.0,0.0,1367.0,89,464,20150905,1226
1695,0.0,0.0,1367.0,89,464,20150905,1226
1640,0.0,1367.0,0.0,89,464,20150905,1226
1037,1367.0,0.0,1367.0,39,167,20150905,1709
1689,76.0,90.0,1353.0,39,167,20150905,1709
1690,70.0,47.0,1376.0,39,167,20150905,1709
810,0.0,0.0,1376.0,39,167,20150905,1709
1694,0.0,0.0,1376.0,39,167,20150905,1709
1695,0.0,1376.0,0.0,39,167,20150905,1709
1037,673.0,0.0,673.0,39,151,20150207,0910
1689,77.0,78.0,672.0,39,151,20150207,0910
1690,44.0,73.0,643.0,39,151,20150207,0910
810,0.0,0.0,643.0,39,151,20150207,0910
1694,89.0,49.0,683.0,39,151,20150207,0910
1695,0.0,683.0,0.0,39,151,20150207,0910
1037,1348.0,0.0,1348.0,39,159,20150905,1304
1689,105.0,159.0,1294.0,39,159,20150905,1304
1690,67.0,46.0,1315.0,39,159,20150905,1304
810,186.0,181.0,1320.0,39,159,20150905,1304
1694,0.0,0.0,1320.0,39,159,20150905,1304
1695,0.0,1320.0,0.0,39,159,20150905,1304
1695,1069.0,0.0,1069.0,68,303,20160204,1106
1037,0.0,1069.0,0.0,68,303,20160204,1106
1037,1355.0,0.0,1355.0,39,161,20150905,1427
1689,58.0,61.0,1352.0,39,161,20150905,1427
1690,23.0,16.0,1359.0,39,161,20150905,1427
810,0.0,0.0,1359.0,39,161,20150905,1427
1694,0.0,0.0,1359.0,39,161,20150905,1427
1695,0.0,1359.0,0.0,39,161,20150905,1427
1037,1348.0,0.0,1348.0,39,153,20150207,1010
1689,0.0,0.0,1348.0,39,153,20150207,1010
1690,0.0,0.0,1348.0,39,153,20150207,1010
810,0.0,0.0,1348.0,39,153,20150207,1010
1694,0.0,0.0,1348.0,39,153,20150207,1010
1695,0.0,1348.0,0.0,39,153,20150207,1010
1037,1331.0,0.0,1331.0,89,464,20150207,1226
1689,0.0,0.0,1331.0,89,464,20150207,1226
1690,0.0,0.0,1331.0,89,464,20150207,1226
810,0.0,0.0,1331.0,89,464,20150207,1226
1694,0.0,0.0,1331.0,89,464,20150207,1226
1695,0.0,0.0,1331.0,89,464,20150207,1226
1640,0.0,1331.0,0.0,89,464,20150207,1226
1695,1081.0,0.0,1081.0,68,301,20160204,1142
1037,0.0,1046.0,35.0,68,301,20160204,1142
1037,684.0,0.0,684.0,39,171,20150905,1827
1689,50.0,52.0,682.0,39,171,20150905,1827
1690,29.0,27.0,684.0,39,171,20150905,1827
810,0.0,0.0,684.0,39,171,20150905,1827
1694,0.0,0.0,684.0,39,171,20150905,1827
1695,0.0,684.0,0.0,39,171,20150905,1827
1037,1333.0,0.0,1333.0,39,159,20150207,1304
1689,205.0,198.0,1340.0,39,159,20150207,1304
1690,96.0,160.0,1276.0,39,159,20150207,1304
810,378.0,286.0,1368.0,39,159,20150207,1304
1694,0.0,0.0,1368.0,39,159,20150207,1304
1695,0.0,1368.0,0.0,39,159,20150207,1304
1695,665.0,0.0,665.0,39,175,20160204,1331
1694,0.0,0.0,665.0,39,175,20160204,1331
810,0.0,0.0,665.0,39,175,20160204,1331
1690,42.0,65.0,642.0,39,175,20160204,1331
1689,94.0,60.0,676.0,39,175,20160204,1331
1037,0.0,676.0,0.0,39,175,20160204,1331
1695,688.0,0.0,688.0,39,176,20160204,1855
1694,0.0,0.0,688.0,39,176,20160204,1855
810,0.0,0.0,688.0,39,176,20160204,1855
1690,0.0,0.0,688.0,39,176,20160204,1855
1689,0.0,0.0,688.0,39,176,20160204,1855
1037,0.0,688.0,0.0,39,176,20160204,1855
1037,677.0,0.0,677.0,39,171,20151106,1827
1689,58.0,60.0,675.0,39,171,20151106,1827
1690,8.0,24.0,659.0,39,171,20151106,1827
810,0.0,0.0,659.0,39,171,20151106,1827
1694,0.0,0.0,659.0,39,171,20151106,1827
1695,0.0,659.0,0.0,39,171,20151106,1827
1037,1374.0,0.0,1374.0,89,465,20150905,1959
1689,0.0,0.0,1374.0,89,465,20150905,1959
1690,0.0,0.0,1374.0,89,465,20150905,1959
810,0.0,0.0,1374.0,89,465,20150905,1959
1694,0.0,0.0,1374.0,89,465,20150905,1959
1695,0.0,0.0,1374.0,89,465,20150905,1959
1640,0.0,1374.0,0.0,89,465,20150905,1959
1037,652.0,0.0,652.0,89,156,20150207,1130
1689,0.0,0.0,652.0,89,156,20150207,1130
1690,0.0,0.0,652.0,89,156,20150207,1130
810,0.0,0.0,652.0,89,156,20150207,1130
1694,0.0,0.0,652.0,89,156,20150207,1130
1695,0.0,652.0,0.0,89,156,20150207,1130
1037,623.0,0.0,623.0,39,177,20150905,0634
1689,68.0,61.0,630.0,39,177,20150905,0634
1690,63.0,78.0,615.0,39,177,20150905,0634
810,0.0,0.0,615.0,39,177,20150905,0634
1694,107.0,41.0,681.0,39,177,20150905,0634
1695,0.0,681.0,0.0,39,177,20150905,0634
1037,1334.0,0.0,1334.0,39,163,20150207,1530
1689,85.0,73.0,1346.0,39,163,20150207,1530
1690,46.0,164.0,1228.0,39,163,20150207,1530
810,0.0,0.0,1228.0,39,163,20150207,1530
1694,67.0,56.0,1239.0,39,163,20150207,1530
1695,0.0,1239.0,0.0,39,163,20150207,1530
1037,644.0,0.0,644.0,39,161,20150207,1427
1689,37.0,30.0,651.0,39,161,20150207,1427
1690,30.0,25.0,656.0,39,161,20150207,1427
810,0.0,0.0,656.0,39,161,20150207,1427
1694,0.0,0.0,656.0,39,161,20150207,1427
1695,0.0,656.0,0.0,39,161,20150207,1427
1037,1350.0,0.0,1350.0,89,465,20151106,1959
1689,0.0,0.0,1350.0,89,465,20151106,1959
1690,0.0,0.0,1350.0,89,465,20151106,1959
810,0.0,0.0,1350.0,89,465,20151106,1959
1694,0.0,0.0,1350.0,89,465,20151106,1959
1695,0.0,0.0,1350.0,89,465,20151106,1959
1640,0.0,1350.0,0.0,89,465,20151106,1959
1037,1360.0,0.0,1360.0,39,171,20150207,1827
1689,78.0,84.0,1354.0,39,171,20150207,1827
1690,10.0,334.0,1030.0,39,171,20150207,1827
810,0.0,0.0,1030.0,39,171,20150207,1827
1694,8.0,157.0,881.0,39,171,20150207,1827
1695,0.0,881.0,0.0,39,171,20150207,1827
1695,1058.0,0.0,1058.0,68,299,20160204,1009
1037,0.0,1058.0,0.0,68,299,20160204,1009
1037,442.0,0.0,442.0,89,465,20150207,1959
1689,0.0,0.0,442.0,89,465,20150207,1959
1690,0.0,0.0,442.0,89,465,20150207,1959
810,0.0,0.0,442.0,89,465,20150207,1959
1694,0.0,0.0,442.0,89,465,20150207,1959
1695,0.0,442.0,0.0,89,465,20150207,1959
1037,668.0,0.0,668.0,39,177,20150207,0636
1689,0.0,0.0,668.0,39,177,20150207,0636
1690,62.0,175.0,555.0,39,177,20150207,0636
810,0.0,0.0,555.0,39,177,20150207,0636
1694,0.0,0.0,555.0,39,177,20150207,0636
1695,0.0,555.0,0.0,39,177,20150207,0636
1037,381.0,0.0,381.0,39,177,20151106,0634
1689,60.0,12.0,429.0,39,177,20151106,0634
1690,44.0,39.0,434.0,39,177,20151106,0634
810,0.0,0.0,434.0,39,177,20151106,0634
1694,69.0,4.0,499.0,39,177,20151106,0634
1695,0.0,499.0,0.0,39,177,20151106,0634
1695,1082.0,0.0,1082.0,68,297,20160204,1029
1037,0.0,570.0,512.0,68,297,20160204,1029
1037,726.0,0.0,726.0,39,147,20151106,0740
1689,0.0,0.0,726.0,39,147,20151106,0740
1690,0.0,0.0,726.0,39,147,20151106,0740
810,397.0,127.0,996.0,39,147,20151106,0740
