zdid,lxid,ysfsbm,zdmc,station_code,station_telecode,station_shortname
站点id,,,站点名称,站点code,站点电报码,
1830,1,1,青莲      ,47601,QEW,青
1831,1,1,罗江东    ,47603,IKW,罗
1832,1,1,旌阳      ,47605,JSW,旌
1833,1,1,广汉北    ,47607,GVW,广
1834,1,1,青白江东  ,47609,QFW,青
1835,1,1,新都东    ,47611,EWW,新
1836,1,1,双流机场  ,47621,IPW,双
1837,1,1,双流西    ,47623,IQW,双
1838,1,1,新津      ,47625,IRW,新
1839,1,1,新津南    ,47627,ITW,新
1840,1,1,彭山北    ,47629,PPW,彭
1841,1,1,眉山东    ,47631,IUW,眉
1842,1,1,青神      ,47633,QVW,青
1843,1,1,乐山      ,47635,IVW,乐
1844,1,1,成都南    ,47675,CNW,成
1845,1,1,双流      ,47678,ORW,双
1846,1,1,公兴      ,47687,GUW,公
1847,1,1,普兴      ,47693,XRW,普
1848,1,1,青龙场    ,47699,QUW,青
1849,1,1,彭山      ,47702,PSW,彭
1850,1,1,太和      ,47705,TUW,太
1851,1,1,眉山      ,47708,MSW,眉
1852,1,1,�蔡�      ,47717,XTW,��
1853,1,1,思��      ,47720,OMW,思
1854,1,1,吴场      ,47723,WUW,吴
1855,1,1,马村      ,47726,MRW,马
1856,1,1,乐山北    ,47729,UTW,乐
1857,1,1,双福      ,47732,SFW,双
1858,1,1,峨眉      ,47735,EMW,峨
1859,1,1,峨眉山    ,47737,IXW,峨
1860,1,1,燕岗      ,47744,YGW,燕
1861,1,1,九里      ,47765,JEW,九
1862,1,1,沙湾      ,47768,SVW,沙
1863,1,1,轸溪      ,47771,ZQW,轸
1864,1,1,刘沟      ,47774,LDW,刘
1865,1,1,代湾      ,47780,DWW,代
1866,1,1,杨漩      ,47783,YYW,杨
1867,1,1,共和      ,47786,GWW,共
1868,1,1,峨边      ,47789,EBW,峨
1869,1,1,柏村      ,47792,BCW,柏
1870,1,1,金口河    ,47795,JHW,金
1871,1,1,关村坝    ,47798,GMW,关
1872,1,1,长河坝    ,47801,CAW,长
1873,1,1,汉源      ,47804,WHW,汉
1874,1,1,尼日      ,47807,NRW,尼
1875,1,1,苏雄      ,47810,OEW,苏
1876,1,1,凉红      ,47813,UIW,凉
1877,1,1,埃岱      ,47816,ADW,埃
1878,1,1,甘洛      ,47819,VOW,甘
1879,1,1,南尔岗    ,47822,NVW,南
1880,1,1,阿寨      ,47825,AAW,阿
1881,1,1,白果      ,47828,BIW,白
1882,1,1,白石岩    ,47831,BOW,白
1883,1,1,越西      ,47834,YHW,越
1884,1,1,铁西      ,47837,TXW,铁
1885,1,1,下普雄    ,47840,XPW,下
1886,1,1,拉白      ,47843,UBW,拉
1887,1,1,普雄      ,47846,POW,普
1888,1,1,上普雄    ,47867,OPW,上
1889,1,1,尔赛河    ,47870,RSW,尔
1890,1,1,尼波      ,47873,NPW,尼
1891,1,1,乐武      ,47876,UWW,乐
1892,1,1,红峰      ,47879,HFW,红
1893,1,1,沙马拉达  ,47882,OLW,沙
1894,1,1,瓦祖      ,47885,WOW,瓦
1895,1,1,铁口      ,47888,TKW,铁
1896,1,1,新凉      ,47891,XVW,新
1897,1,1,联合乡    ,47894,UXW,联
1898,1,1,喜德      ,47897,EDW,喜
1899,1,1,冕山      ,47900,MQW,冕
1900,1,1,新铁村    ,47903,XEW,新
1901,1,1,冕宁      ,47906,UGW,冕
1902,1,1,漫水湾    ,47909,MKW,漫
1903,1,1,月华      ,47912,YQW,月
1904,1,1,礼州      ,47915,UZW,礼
1905,1,1,西昌北    ,47918,EEW,西
1906,1,1,西昌      ,47921,ECW,西
1907,1,1,西昌南    ,47930,ENW,西
1908,1,1,经久      ,47939,JNW,经
1909,1,1,黄联关    ,47942,HGW,黄
1910,1,1,黄水塘    ,47945,HSW,黄
1911,1,1,麻栗      ,47948,MLW,麻
1912,1,1,黄家坝    ,47951,HKW,黄
1913,1,1,德昌      ,47954,DVW,德
1914,1,1,小高      ,47957,XGW,小
1915,1,1,乐跃      ,47960,UYW,乐
1916,1,1,蒲坝      ,47963,PVW,蒲
1917,1,1,永郎      ,47966,YLW,永
1918,1,1,弯��      ,47969,WQW,弯
1919,1,1,青杠      ,47972,QGW,青
1920,1,1,沙坝      ,47975,OIW,沙
1921,1,1,米易      ,47978,MMW,米
1922,1,1,丙谷      ,47981,BVW,丙
1923,1,1,垭口      ,47984,YKW,垭
1924,1,1,枣子林    ,47987,ZEW,枣
1925,1,1,桐子林    ,47990,TEW,桐
1926,1,1,牛坪子    ,47993,NZW,牛
1927,1,1,三堆子    ,47996,ODW,三
1928,1,1,攀枝花    ,47999,PRW,攀
1929,1,1,迤资      ,48020,YQM,迤
1930,1,1,拉��      ,48023,LEM,拉
1931,1,1,上格达    ,48026,SDM,上
1932,1,1,花棚子    ,48029,HZM,广
1933,1,1,鱼洞      ,48032,YOM,鱼
1934,1,1,新江      ,48035,XJM,新
1935,1,1,师庄      ,48038,SNM,师
1936,1,1,大湾子    ,48041,DFM,大
1937,1,1,向隍      ,48044,XZM,向
1938,1,1,红江      ,48047,HFM,红
1939,1,1,黄瓜园    ,48050,HYM,黄
1940,1,1,元谋      ,48056,YMM,元
1941,1,1,凤仪村    ,48059,FIM,凤
1942,1,1,尹地      ,48062,YDM,尹
1943,1,1,小月旧    ,48065,XFM,小
1944,1,1,羊臼河    ,48068,YHM,羊
1945,1,1,小村      ,48071,XEM,小
1946,1,1,阿南庄    ,48077,AZM,阿
1947,1,1,龙骨甸    ,48080,LGM,龙
1948,1,1,黑井      ,48083,HIM,黑
1949,1,1,甸心      ,48086,DXM,甸
1950,1,1,龙塘坝    ,48092,LBM,龙
1951,1,1,甸尾      ,48095,DRM,甸
1952,1,1,广通      ,48098,GOM,广
1953,1,1,大旧庄    ,48119,DJM,大
1954,1,1,塔石嘴    ,48122,TIM,塔
1955,1,1,一平浪    ,48125,YIM,一
1956,1,1,渔坝村    ,48128,YBM,渔
1957,1,1,密马龙    ,48131,MMM,密
1958,1,1,禄丰      ,48134,LFM,禄
1959,1,1,棠海      ,48137,THM,棠
1960,1,1,小路溪    ,48140,XLM,小
1961,1,1,大德      ,48146,DEM,大
1962,1,1,高楼房    ,48149,GFM,高
1963,1,1,勤丰营    ,48152,QFM,勤
1964,1,1,泽润里    ,48155,ZLM,泽
1965,1,1,青龙寺    ,48158,QSM,青
1966,1,1,牧羊村    ,48164,MCM,牧
1967,1,1,秋木园    ,48167,QYM,秋
1968,1,1,温泉      ,48170,WQM,温
1969,1,1,读书铺    ,48179,DPM,读
1970,1,1,桥头村    ,48182,QTM,桥
1971,1,1,碧鸡关    ,48185,BJM,碧
1972,1,1,昆明      ,48197,KMM,昆
1973,1,1,七甸      ,48815,QDM,七
1974,1,1,施家嘴    ,48824,SHM,施
1975,1,1,乐善村    ,48842,LUM,乐
1976,1,1,班猫箐    ,48860,BNM,班
1977,1,1,茂舍祖    ,48887,MOM,茂
1978,1,1,西街口    ,48896,EKM,西
1979,1,1,宜耐      ,48905,YVM,宜
1980,1,1,陆良      ,48914,LRM,陆
1981,1,1,长坡岭    ,48926,CPM,长
1982,1,1,羊者窝    ,48968,AEM,羊
1983,1,1,芦沟      ,48986,LOM,芦
1984,1,1,小得江    ,49004,EJM,小
1985,1,1,革居      ,49022,GEM,革
1986,1,1,威舍      ,49040,WSM,威
1987,1,1,品甸      ,49049,PDZ,品
1988,1,1,清水河西  ,49068,QHZ,清
1989,1,1,郑屯      ,49085,ZTZ,郑
1990,1,1,龙广      ,49094,UGZ,龙
1991,1,1,安龙      ,49107,AUZ,安
1992,1,1,白水河    ,49113,BVZ,白
1993,1,1,沙厂坪    ,49130,SPZ,沙
1994,1,1,册亨      ,49148,CHZ,册
1995,1,1,板其      ,49166,BQZ,板
1996,1,1,八渡      ,49184,BWZ,八
1997,1,1,平林村    ,49193,PCZ,平
1998,1,1,根龙      ,49211,GOZ,根
1999,1,1,板桃      ,49220,BUZ,板
2000,1,1,潞城乡    ,49238,UXZ,潞
2001,1,1,汪甸      ,49274,WVZ,汪
2002,1,1,田丁      ,49302,TEZ,田
2003,1,1,下塘      ,49303,XOZ,下
2004,1,1,永乐      ,49310,YEZ,永
2005,1,1,贵阳西    ,49631,GQW,贵
2006,1,1,湖潮      ,49643,HCW,湖
2007,1,1,马场      ,49646,MCW,马
2008,1,1,高峰      ,49655,GFW,高
2009,1,1,平坝      ,49658,PBW,平
2010,1,1,新平坝    ,49661,XMW,新
2011,1,1,天龙      ,49664,TLW,天
2012,1,1,两所屯    ,49670,UAW,两
2013,1,1,安顺      ,49673,ASW,安
2014,1,1,么铺      ,49676,YEW,么
2015,1,1,黄桶      ,49682,HWW,黄
2016,1,1,化处      ,49685,HEW,化
2017,1,1,六枝      ,49694,LIW,六
2018,1,1,那玉      ,49715,NYW,那
2019,1,1,关寨      ,49724,GRW,关
2020,1,1,二道岩    ,49730,RDW,二
2021,1,1,茨冲      ,49736,CCW,茨
2022,1,1,滥坝      ,49739,LQW,滥
2023,1,1,双水      ,49742,SLW,双
2024,1,1,水城      ,49745,OCW,水
2025,1,1,六盘水    ,49754,UMW,六
2026,1,1,马嘎      ,49775,MVW,马
2027,1,1,葡萄菁    ,49778,PTW,葡
2028,1,1,梅花山    ,49781,MHW,梅
2029,1,1,木戛      ,49802,MAW,木
2030,1,1,凤凰山    ,49817,FHM,凤
2031,1,1,宣威      ,49820,XWM,宣
2032,1,1,马房      ,49841,MNM,马
2033,1,1,格以头    ,49850,GYM,格
2034,1,1,沾益      ,49871,ZYM,沾
2035,1,1,曲靖      ,49874,QJM,曲
2036,1,1,马龙      ,49880,MGM,马
2037,1,1,吴官田    ,49904,WGM,吴
2038,1,1,小新街    ,49925,XXM,小
2039,1,1,照福铺    ,49927,ZFM,照
2040,1,1,杨林      ,49931,YLM,杨
2041,1,1,小哨      ,49940,XAM,小
2042,1,1,金马村    ,49958,JMM,金
2043,1,1,昆明西    ,50012,KXM,昆
2044,1,1,万家屯    ,51551,WJD,万
2045,1,1,高岭      ,51563,GLD,高
2046,1,1,前卫      ,51566,QWD,前
2047,1,1,网户      ,51569,WUD,网
2048,1,1,江家岭    ,51575,JJD,江
2049,1,1,绥中      ,51578,SZD,绥
2050,1,1,东辛庄    ,51581,DXD,东
2051,1,1,沙后所    ,51587,SSD,沙
2052,1,1,大甸      ,51593,DDD,大
2053,1,1,兴城      ,51596,XCD,兴
2054,1,1,塔山      ,51629,TSD,塔
2055,1,1,高桥镇    ,51632,GZD,高
2056,1,1,女儿河    ,51644,NRD,女
2057,1,1,桃园      ,51647,TYD,桃
2058,1,1,锦州      ,51650,JZD,锦
2059,1,1,双羊店    ,51707,SYD,双
2060,1,1,兰家      ,51710,LJD,兰
2061,1,1,凌海      ,51713,JID,凌
2062,1,1,金城      ,51716,JCD,金
2063,1,1,红旗      ,51719,HQD,红
2064,1,1,石山      ,51725,SAD,石
2065,1,1,羊圈子    ,51728,YQD,羊
2066,1,1,道口      ,51731,DKD,道
2067,1,1,沟帮子    ,51734,GBD,沟
2068,1,1,青堆子    ,51749,QDD,青
2069,1,1,高山子    ,51758,GSD,高
2070,1,1,段家      ,51761,DJD,段
2071,1,1,大虎山    ,51764,DHD,大
2072,1,1,唐家      ,51788,TJD,唐
2073,1,1,广盛      ,51791,GND,广
2074,1,1,励家      ,51794,LID,励
2075,1,1,绕阳河    ,51797,RHD,绕
2076,1,1,大红旗    ,51803,DQD,大
2077,1,1,新民      ,51812,XMD,新
2078,1,1,高台山    ,51815,GTD,高
2079,1,1,兴隆店    ,51824,XDD,兴
2080,1,1,三台      ,51827,STD,三
2081,1,1,马三家    ,51839,MJT,马
2082,1,1,沈阳西    ,51845,OXT,沈
2083,1,1,兰家屯    ,51850,LAT,兰
2084,1,1,五七      ,51968,WQD,五
2085,1,1,盘锦      ,51977,PVD,盘
2086,1,1,中小所    ,51980,ZOT,中
2087,1,1,下夹河所  ,51983,XET,下
2088,1,1,渤海      ,51998,BED,渤
2089,1,1,新开      ,52004,XKD,新
2090,1,1,拉拉屯    ,52010,LWD,拉
2091,1,1,牛庄      ,52019,NZD,牛
2092,1,1,西柳      ,52025,GCT,西
2093,1,1,葫芦岛    ,52049,HLD,葫
2094,1,1,金场堡    ,52079,JPD,金
2095,1,1,何三家    ,52085,HJD,何
2096,1,1,台集屯    ,52088,TTD,台
2097,1,1,大荒地    ,52091,DVD,大
2098,1,1,黄甲屯    ,52097,HAD,黄
2099,1,1,南票      ,52100,NPD,南
2100,1,1,绥中北    ,52105,SND,绥
2101,1,1,葫芦岛北  ,52108,HPD,葫
2102,1,1,锦州南    ,52111,JOD,锦
2103,1,1,盘锦北    ,52114,PBD,盘
2104,1,1,台安      ,52117,TID,台
2105,1,1,辽中      ,52119,LZD,辽
2106,1,1,薛家      ,52244,XJD,薛
2107,1,1,八角台    ,52259,BTD,八
2108,1,1,七里河    ,52262,QLD,七
2109,1,1,泥河子    ,52268,NHD,泥
2110,1,1,义县      ,52271,YXD,义
2111,1,1,周家屯    ,52277,ZOD,周
2112,1,1,上园      ,52280,SUD,上
2113,1,1,北票南    ,52289,RPD,北
2114,1,1,能家      ,52292,NJD,能
2115,1,1,朝阳      ,52304,CYD,朝
2116,1,1,大营子    ,52319,DZD,大
2117,1,1,大平房    ,52325,DPD,大
2118,1,1,公营子    ,52337,GYD,公
2119,1,1,小平房    ,52343,XPD,小
2120,1,1,叶柏寿    ,52349,YBD,叶
2121,1,1,红石      ,52373,HSD,红
2122,1,1,河汤沟    ,52376,HTD,河
2123,1,1,凌源东    ,52379,LDD,凌
2124,1,1,凌源      ,52382,LYD,凌
2125,1,1,侯杖子    ,52388,HZD,侯
2126,1,1,水泉      ,52391,SID,水
2127,1,1,四道沟    ,52394,SDD,四
2128,1,1,三十家    ,52397,SRD,三
2129,1,1,魏杖子    ,52400,WKD,魏
2130,1,1,杨树岭    ,52409,YAD,杨
2131,1,1,平泉      ,52415,PQP,平
2132,1,1,小寺沟    ,52439,ESP,小
2133,1,1,大杖子    ,52442,DAP,大
2134,1,1,上谷      ,52445,SGP,上
2135,1,1,榆树沟    ,52448,YGP,榆
2136,1,1,永和      ,52451,YEP,永
2137,1,1,甲山      ,52454,JOP,甲
2138,1,1,下板城    ,52457,EBP,下
2139,1,1,皇姑屯    ,53144,HTT,皇
2140,1,1,望山      ,53243,WVD,望
2141,1,1,新立屯    ,53264,XLD,新
2142,1,1,么荒      ,53273,YWD,么
2143,1,1,十家子    ,53276,SJD,十
2144,1,1,泡子      ,53282,POD,泡
2145,1,1,彰武      ,53291,ZWD,彰
2146,1,1,章古台    ,53321,ZGD,章
2147,1,1,阿尔乡    ,53324,ARD,阿
2148,1,1,甘旗卡    ,53330,GQD,甘
2149,1,1,衙门营    ,53345,YMD,衙
2150,1,1,木里图    ,53357,MUD,木
2151,1,1,通辽西    ,53360,TXD,通
2152,1,1,通辽      ,53363,TLD,通
2153,1,1,通辽东    ,53411,TDD,通
2154,1,1,五道木    ,53414,WMD,五
2155,1,1,钱家店    ,53423,QJD,钱
2156,1,1,乌斯土    ,53429,WSD,乌
2157,1,1,大林      ,53432,DLD,大
2158,1,1,大罕      ,53438,DAD,大
2159,1,1,门达      ,53444,MDD,门
2160,1,1,欧里      ,53447,OLD,欧
2161,1,1,白市      ,53453,BAD,白
2162,1,1,哈尔滨西  ,53469,VAB,哈
2163,1,1,双城北    ,53472,SBB,双
2164,1,1,扶余北    ,53475,FBT,扶
2165,1,1,德惠西    ,53478,DXT,德
2166,1,1,崔家营子  ,53480,CZT,崔
2167,1,1,长春西    ,53481,CRT,长
2168,1,1,公主岭南  ,53484,GBT,公
2169,1,1,四平东    ,53487,PPT,四
2170,1,1,昌图西    ,53490,CPT,昌
2171,1,1,开原西    ,53493,KXT,开
2172,1,1,铁岭西    ,53496,PXT,铁
2173,1,1,鞍山西    ,53499,AXT,鞍
2174,1,1,海城西    ,53502,HXT,海
2175,1,1,营口东    ,53505,YGT,营
2176,1,1,盖州西    ,53508,GAT,盖
2177,1,1,鲅鱼圈    ,53511,BYT,鲅
2178,1,1,瓦房店西  ,53514,WXT,瓦
2179,1,1,普湾      ,53517,PWT,普
2180,1,1,大连北    ,53520,DFT,大
2181,1,1,大连      ,53522,DLT,大
2182,1,1,沙河口    ,53552,SKT,沙
2183,1,1,周水子    ,53555,ZIT,周
2184,1,1,南关岭    ,53564,NLT,南
2185,1,1,盐岛      ,53585,YNT,盐
2186,1,1,金州      ,53591,JZT,金
2187,1,1,三十里堡  ,53609,SST,三
2188,1,1,普兰店    ,53618,PLT,普
2189,1,1,瓦房店    ,53627,WDT,瓦
2190,1,1,松树      ,53657,SFT,松
2191,1,1,许家屯    ,53669,XJT,许
2192,1,1,熊岳城    ,53675,XYT,熊
2193,1,1,盖州      ,53690,GXT,盖
2194,1,1,大石桥    ,53699,DQT,大
2195,1,1,海城      ,53732,HCT,海
2196,1,1,南台      ,53744,NTT,南
2197,1,1,鞍山      ,53759,AST,鞍
2198,1,1,灵山      ,53774,LNT,灵
2199,1,1,首山      ,53795,SAT,首
2200,1,1,辽阳      ,53801,LYT,辽
2201,1,1,太子河    ,53822,THT,太
2202,1,1,张台子    ,53825,ZZT,张
2203,1,1,灯塔      ,53831,DGT,灯
2204,1,1,林盛堡    ,53843,LBT,林
2205,1,1,苏家屯    ,53846,SXT,苏
2206,1,1,苏北      ,53869,OBT,苏
2207,1,1,浑河      ,53870,HHT,浑
2208,1,1,沈阳      ,53876,SYT,沈
2209,1,1,沈阳北    ,53885,SBT,沈
2210,1,1,虎石台    ,53900,HUT,虎
2211,1,1,新城子    ,53912,XCT,新
2212,1,1,得胜台    ,53924,DET,得
2213,1,1,铁岭      ,53927,TLT,铁
2214,1,1,开原      ,53954,KYT,开
2215,1,1,昌图      ,53981,CTT,昌
2216,1,1,四平      ,54011,SPT,四
2217,1,1,郭家店    ,54071,GDT,郭
2218,1,1,公主岭    ,54080,GLT,公
2219,1,1,陶家屯    ,54092,TOT,陶
2220,1,1,范家屯    ,54095,FTT,范
2221,1,1,大屯      ,54104,DNT,大
2222,1,1,长春南    ,54107,CET,长
2223,1,1,长春      ,54116,CCT,长
2224,1,1,西丰      ,54736,XFT,西
2225,1,1,一间堡    ,55523,YJT,一
2226,1,1,米沙子    ,55532,MST,米
2227,1,1,沃皮      ,55535,WPT,沃
2228,1,1,布海      ,55541,BUT,布
2229,1,1,德惠      ,55550,DHT,德
2230,1,1,中德      ,55559,ZDT,中
2231,1,1,达家沟    ,55562,DJT,达
2232,1,1,丁家园    ,55568,DIT,丁
2233,1,1,姚家      ,55574,YAT,姚
2234,1,1,陶赖昭    ,55580,TPT,陶
2235,1,1,团山      ,55604,TNT,团
2236,1,1,扶余      ,55607,FYT,扶
2237,1,1,蔡家沟    ,55622,CJT,蔡
2238,1,1,兰棱      ,55625,LLB,兰
2239,1,1,双城堡    ,55631,SCB,双
2240,1,1,五家      ,55643,WUB,五
2241,1,1,王岗      ,55655,WGB,王
2242,1,1,哈尔滨    ,55661,HBB,哈
2243,1,1,五棵树    ,55760,WKT,五
2244,1,1,刘家店    ,55763,UDT,刘
2245,1,1,榆树      ,55769,YRT,榆
2246,1,1,新立镇    ,55772,XGT,新
2247,1,1,谢家镇    ,55775,XMT,谢
2248,1,1,小合隆    ,55886,XWT,小
2249,1,1,开安      ,55892,KAT,开
2250,1,1,朱三家    ,55895,ZTT,朱
2251,1,1,华家      ,55898,HJT,天
2252,1,1,长发      ,55901,CFT,长
2253,1,1,农安      ,55904,NAT,农
2254,1,1,赵家沟    ,55913,ZJT,赵
2255,1,1,柴岗      ,55916,CGT,柴
2256,1,1,姚家坨子  ,55919,YTT,姚
2257,1,1,哈拉海    ,55922,HIT,哈
2258,1,1,二营子    ,55928,RYT,二
2259,1,1,王府      ,55931,WUT,王
2260,1,1,哈玛      ,55934,HFT,哈
2261,1,1,七家子    ,55937,QCT,七
2262,1,1,松原      ,55943,VYT,松
2263,1,1,通途      ,55967,TUT,通
2264,1,1,长山屯    ,55976,CVT,长
2265,1,1,塔虎城    ,55982,TMT,塔
2266,1,1,大安      ,55985,RAT,大
2267,1,1,两家      ,56003,UJT,两
2268,1,1,安广      ,56009,AGT,安
2269,1,1,来福      ,56015,UFT,来
2270,1,1,到保      ,56027,RBT,到
2271,1,1,胜利      ,56099,SIT,胜
2272,1,1,双辽      ,56366,ZJD,双
2273,1,1,太平川    ,56426,TIT,太
2274,1,1,白城      ,56504,BCT,白
2275,1,1,榆树屯    ,56663,YSX,榆
2276,1,1,顾甸      ,56666,GDX,顾
2277,1,1,大民屯    ,56669,DMX,大
2278,1,1,齐齐哈尔  ,56675,QHX,齐
2279,1,1,高林屯    ,56813,GOD,高
2280,1,1,宝龙山    ,56822,BND,宝
2281,1,1,敖力布告  ,56834,ALD,敖
2282,1,1,庆丰      ,56870,QFT,庆
2283,1,1,巨宝      ,56876,JRT,巨
2284,1,1,犹字井    ,56879,YOT,犹
2285,1,1,工农湖    ,56885,GRT,工
2286,1,1,官字井    ,56894,GOT,官
2287,1,1,奈字井    ,56897,NID,奈
2288,1,1,乾安      ,56900,QOT,乾
2289,1,1,海坨子    ,56915,HZT,海
2290,1,1,建设      ,56921,JET,建
2291,1,1,大安北    ,56924,RNT,大
2292,1,1,他石海    ,56948,TRT,他
2293,1,1,新肇      ,56954,XZT,新
2294,1,1,劳动屯    ,56963,LMT,劳
2295,1,1,太阳升    ,56966,TQT,太
2296,1,1,立志      ,56969,LZX,立
2297,1,1,向阳村    ,56972,XJX,向
2298,1,1,新华屯    ,56975,XAX,新
2299,1,1,兴无      ,56978,XUX,兴
2300,1,1,八村      ,56984,BVX,八
2301,1,1,林源      ,56987,LYX,林
2302,1,1,创业村    ,56990,CEX,创
2303,1,1,银浪      ,56996,YJX,银
2304,1,1,独立屯    ,57005,DTX,独
2305,1,1,壮志      ,57008,ZUX,壮
2306,1,1,庙台子    ,57329,MZB,庙
2307,1,1,万乐      ,57332,WEB,万
2308,1,1,对青山    ,57344,DQB,对
2309,1,1,里木店    ,57347,LMB,里
2310,1,1,姜家      ,57350,JJB,姜
2311,1,1,肇东      ,57353,ZDB,肇
2312,1,1,尚家      ,57362,SJB,尚
2313,1,1,宋        ,57368,SOB,宋
2314,1,1,羊草      ,57374,YAB,羊
2315,1,1,安达      ,57377,ADX,安
2316,1,1,卧里屯    ,57398,WLX,卧
2317,1,1,大庆东    ,57407,LFX,大
2318,1,1,大庆      ,57416,DZX,大
2319,1,1,大庆西    ,57425,RHX,大
2320,1,1,喇嘛甸    ,57446,LMX,喇
2321,1,1,高家      ,57452,GJX,高
2322,1,1,泰康      ,57455,TKX,泰
2323,1,1,烟筒屯    ,57470,YUX,烟
2324,1,1,红旗营    ,57485,HQX,红
2325,1,1,昂昂溪    ,57497,AAX,昂
2326,1,1,富拉尔基  ,57524,FRX,富
2327,1,1,虎尔虎拉  ,57533,HHX,虎
2328,1,1,黑岗      ,57542,HGX,黑
2329,1,1,白山乡    ,57548,BSX,白
2330,1,1,龙江      ,57551,LJX,龙
2331,1,1,鲁河      ,57563,LUX,鲁
2332,1,1,碾子山    ,57566,NZX,碾
2333,1,1,吉新河    ,57572,JXX,吉
2334,1,1,成吉思汗  ,57578,CJX,成
2335,1,1,古里金    ,57581,GLX,古
2336,1,1,高台子    ,57587,GTX,高
2337,1,1,扎兰屯    ,57590,ZTX,扎
2338,1,1,卧牛河    ,57611,WNX,卧
2339,1,1,三道桥    ,57617,SDX,三
2340,1,1,哈拉苏    ,57623,HAX,哈
2341,1,1,南木      ,57626,NMX,南
2342,1,1,富林      ,57629,FLX,富
2343,1,1,巴林      ,57635,BLX,巴
2344,1,1,喇嘛山    ,57638,LSX,喇
2345,1,1,紫沟      ,57644,ZGX,紫
2346,1,1,雅鲁      ,57647,YYX,雅
2347,1,1,旗山      ,57650,QSX,旗
2348,1,1,沟口      ,57653,GKX,沟
2349,1,1,博克图    ,57659,BKX,博
2350,1,1,沙力      ,57680,SIX,沙
2351,1,1,新南沟    ,57686,XNX,新
2352,1,1,兴安岭    ,57692,XVX,兴
2353,1,1,西岭口    ,57698,XKX,西
2354,1,1,哈拉沟    ,57701,HOX,哈
2355,1,1,乌奴耳    ,57707,WRX,乌
2356,1,1,北头河    ,57716,BTX,北
2357,1,1,免渡河    ,57722,MDX,免
2358,1,1,小北      ,57743,XBX,小
2359,1,1,牙克石    ,57749,YKX,牙
2360,1,1,大雁      ,57761,DYX,大
2361,1,1,扎罗木得  ,57764,ZMX,扎
2362,1,1,哈克      ,57773,HKX,哈
2363,1,1,海拉尔    ,57785,HRX,海
2364,1,1,大良      ,57812,DAX,大
2365,1,1,乌固诺尔  ,57815,WGX,乌
2366,1,1,乌兰丘    ,57818,WQX,乌
2367,1,1,东宫      ,57824,DGX,东
2368,1,1,完工      ,57827,WOX,完
2369,1,1,都伦      ,57830,DLX,都
2370,1,1,陵丘      ,57833,LQX,陵
2371,1,1,赫尔洪得  ,57836,HDX,赫
2372,1,1,皇德      ,57839,HEX,皇
2373,1,1,豪门      ,57842,HNX,豪
2374,1,1,嵯岗      ,57845,CAX,嵯
2375,1,1,湖北      ,57851,HBX,湖
2376,1,1,扎赉诺尔  ,57854,ZRX,扎
2377,1,1,东壕      ,57866,DOX,东
2378,1,1,胪滨      ,57869,LNX,胪
2379,1,1,满洲里    ,57872,MLX,满
2380,1,1,北安      ,59648,BAB,北
2381,1,1,滨江      ,59768,BJB,滨
2382,1,1,新松浦    ,59777,XOB,新
2383,1,1,徐家      ,59783,XJB,徐
2384,1,1,呼兰      ,59789,HUB,呼
2385,1,1,沈家      ,59807,OJB,沈
2386,1,1,康金井    ,59813,KJB,康
2387,1,1,石人城    ,59819,SRB,石
2388,1,1,白奎堡    ,59825,BKB,白
2389,1,1,兴隆镇    ,59831,XZB,兴
2390,1,1,万发屯    ,59837,WFB,万
2391,1,1,绥化      ,59846,SHB,绥
2392,1,1,沙园      ,59870,OAB,沙
2393,1,1,秦家      ,59873,QJB,秦
2394,1,1,四方台    ,59879,STB,四
2395,1,1,张维屯    ,59885,ZWB,张
2396,1,1,新泉      ,59891,EQB,新
2397,1,1,绥棱      ,59894,SIB,绥
2398,1,1,东边井    ,59900,DBB,东
2399,1,1,海伦      ,59903,HLB,海
2400,1,1,扎音河    ,59915,ZYB,扎
2401,1,1,海北      ,59918,HEB,海
2402,1,1,通北      ,59924,TBB,通
2403,1,1,杨家      ,59927,YJB,杨
2404,1,1,李家      ,59933,LJB,李
2405,1,1,赵光      ,59939,ZGB,赵
2406,1,1,牡丹江    ,61193,MDB,牡
2407,1,1,王兆屯    ,61919,WZB,王
2408,1,1,香坊      ,61922,XFB,香
2409,1,1,新香坊    ,61931,XTB,新
2410,1,1,成高子    ,61946,CZB,成
2411,1,1,阿城      ,61958,ACB,阿
2412,1,1,亚沟      ,61970,YGB,亚
2413,1,1,玉泉      ,61976,YQB,玉
2414,1,1,小岭      ,61985,XLB,小
2415,1,1,平山      ,61991,PSB,平
2416,1,1,帽儿山    ,61997,MRB,帽
2417,1,1,尚志      ,62018,SZB,尚
2418,1,1,一面坡    ,62024,YPB,一
2419,1,1,苇河      ,62051,WHB,苇
2420,1,1,亚布力    ,62057,YBB,亚
2421,1,1,开道      ,62069,KDB,开
2422,1,1,虎峰      ,62072,HFB,虎
2423,1,1,治山      ,62075,ZSB,治
2424,1,1,横道河子  ,62081,HDB,横
2425,1,1,青岭子    ,62099,QZB,青
2426,1,1,山市      ,62102,SQB,山
2427,1,1,敖头      ,62108,ATB,敖
2428,1,1,海林      ,62114,HRB,海
2429,1,1,拉古      ,62120,LGB,拉
2430,1,1,爱河      ,62135,AHB,爱
2431,1,1,磨刀石    ,62144,MOB,磨
